OrderId,CustomerId,OfferName,MobileData,MobileVoice,Text,Overusage_100MB,TV,Landline,Price,Duration,Complained,TicketTitle,Description,Status,OrderDate,TicketLastUpdate,Fulfilled,OrderType
b5c65e37-eebb-4e6f-9218-45c5a1fefc6d,241821631,Global Pre 15GB,3GB,50min,50,Default,Default,Default,€ 15,1 Month,1,Order mismatch,There is a mismatch between the details of the original order and the current order,Closed,4/12/2024,4/12/2024,1,pre
cdc88ca1-8c5d-4193-a757-6a00fad17d19,266237546,Global Pre 15GB,10GB,50min,50,Default,Default,Default,€ 15,1 Month,1,Order mismatch,There is a mismatch between the details of the original order and the current order,Closed,3/16/2024,3/16/2024,1,pre
b49be88b-32c6-4a39-ac29-d51ae6c8d280,76576662,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/20/2024,,1,pre
a6908696-06ff-4e26-a37c-925ee8998196,125018584,Global Pre 15GB,10GB,50min,50,Default,Default,Default,€ 15,1 Month,1,Order mismatch,There is a mismatch between the details of the original order and the current order,Closed,3/2/2024,3/3/2024,1,pre
8a445145-eb94-4553-9b45-2007bfbc2f82,474133359,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/9/2024,,1,pre
de2ad525-f3c8-45bc-a8e3-b42aa12eb2c3,161110433,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/4/2024,,1,pre
bd027272-7ae5-4490-b04f-9c75bcd0b22a,319614979,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/16/2024,,1,pre
90bd73e5-135d-4fe9-9c20-ead1886c1ff7,482629053,Global Pre 15GB,3GB,50min,50,Default,Default,Default,€ 15,1 Month,1,Order mismatch,There is a mismatch between the details of the original order and the current order,Closed,4/14/2024,4/15/2024,1,pre
8848043c-7d4d-4573-a6a7-ac05d5455efe,245443101,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/12/2024,,1,pre
d6db048f-3854-4c3d-a5f7-3828155d35b0,299142922,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/17/2024,,1,pre
49ac8464-4c0e-452e-bea3-4d5ce080baf8,107584638,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/21/2024,,1,pre
af8fb6ec-feb5-4784-920d-4da8a8f31527,222658888,Global Pre 15GB,10GB,50min,50,Default,Default,Default,€ 15,1 Month,1,Order mismatch,There is a mismatch between the details of the original order and the current order,Closed,4/9/2024,4/9/2024,1,pre
ed193b12-2909-49ac-acc9-1b2c58e4353c,46841324,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/1/2024,,1,pre
98e7534f-1483-4f30-9b44-c5a86335f12f,143156303,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/19/2024,,1,pre
a2cbd017-56de-4ecc-b524-926d578cc8ac,481705009,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/24/2024,,1,pre
93740451-d054-42dd-a5b1-b595a2cc077d,317805411,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/5/2024,,1,pre
e4e40956-38b8-4e28-8e3a-26ce23fbbe5d,439797897,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/21/2024,,1,pre
d097652b-5970-42ca-962c-38df417d7c7d,128173591,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/5/2024,,1,pre
0dbe5116-70b1-4e9a-ae6b-6b2dc1a58ffb,289123211,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/17/2024,,1,pre
d35ab7b4-2d48-4976-8dc2-01547e4a8fb6,217766862,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/6/2024,,1,pre
b5fa3275-5822-40af-80a5-1a174fd7baf9,162340242,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/27/2024,,1,pre
53c7631b-b8eb-4cb6-951f-d4769c78267d,210929662,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/11/2024,,1,pre
066f9a25-ee02-4acf-94a2-4b93fefdb14a,372672947,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/9/2024,,1,pre
b87db79c-3bdc-497b-97da-ca0a1e6628a2,173844646,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/5/2024,,1,pre
23e60712-d9ee-48bc-819d-bdc8383432bf,224448516,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/4/2024,,1,pre
18e281d3-045a-415e-b78f-3b698b15f84d,419766190,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/26/2024,,1,pre
7bc3f644-7bd3-407b-9b5b-c6feee2d80b4,233736043,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/24/2024,,1,pre
41e55b43-c205-4188-b8f8-22fa2c4343db,442873539,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/24/2024,,1,pre
64777403-417f-4817-8867-94e3a0248ea3,465309048,Global Pre 15GB,10GB,50min,50,Default,Default,Default,€ 15,1 Month,1,Order mismatch,There is a mismatch between the details of the original order and the current order,Closed,3/5/2024,3/5/2024,1,pre
31e0bb33-2b1e-4210-8771-78dcbccf961e,51840900,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/10/2024,,1,pre
5f358de2-805e-450d-8eac-171701acd2ec,19119835,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/18/2024,,1,pre
b3f90265-3870-4b44-9148-3a57c5d44d10,50971158,Global Pre 15GB,3GB,50min,50,Default,Default,Default,€ 15,1 Month,1,Order mismatch,There is a mismatch between the details of the original order and the current order,Closed,3/8/2024,3/8/2024,1,pre
de5c2302-98d4-481d-92c4-e1f30f1afe86,273579237,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/27/2024,,1,pre
1f23e183-bf93-4b08-838d-64f1c2edfe76,246695785,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/19/2024,,1,pre
76361275-dd2b-48e7-99d7-a5239246940a,379819962,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/6/2024,,1,pre
a464d8dc-b4cb-467c-a512-ae863b68eee7,216615257,Global Pre 15GB,10GB,50min,50,Default,Default,Default,€ 15,1 Month,1,Order mismatch,There is a mismatch between the details of the original order and the current order,Closed,4/10/2024,4/10/2024,1,pre
7deeb68e-77bf-4c33-8253-70c7625b38b9,396967490,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/20/2024,,1,pre
eff7bc27-3e54-464c-9401-103f618ff9d9,74778232,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/8/2024,,1,pre
717e623f-b9c6-4a9c-aa46-0d2931e622bb,424302732,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/23/2024,,1,pre
7f56070d-f8e9-4baf-adcf-21c03ef4de1f,206746744,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/4/2024,,1,pre
2ec3a06b-d073-481f-b249-f8b7ba85f581,51526448,Global Pre 15GB,5GB,50min,50,Default,Default,Default,€ 15,1 Month,1,Order mismatch,There is a mismatch between the details of the original order and the current order,Closed,4/6/2024,4/6/2024,1,pre
02952b35-3dcd-4bf3-8875-b8f68093e4bd,150567583,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/12/2024,,1,pre
19f1862b-8211-445c-ac82-dea1e7d643d6,142084864,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/6/2024,,1,pre
3b4066cf-e035-451b-b8d8-b3469aca6bf7,266167280,Global Pre 15GB,3GB,50min,50,Default,Default,Default,€ 15,1 Month,1,Order mismatch,There is a mismatch between the details of the original order and the current order,Closed,3/17/2024,3/17/2024,1,pre
1fb41140-7e7d-4a4e-ab78-50e82b050057,44832051,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/27/2024,,1,pre
cf1eb67d-aef1-429f-873d-bfa7fa37c34b,297515418,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/1/2024,,1,pre
489a633b-8b5a-4d3f-b4a1-50f804e1776b,400911853,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/19/2024,,1,pre
231f1934-6b7c-4578-a564-22c84e0ba144,499747795,Global Pre 15GB,5GB,50min,50,Default,Default,Default,€ 15,1 Month,1,Order mismatch,There is a mismatch between the details of the original order and the current order,Closed,4/23/2024,4/23/2024,1,pre
c78d7495-9a59-407c-ba9c-c22d549c3036,464503401,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/7/2024,,1,pre
1106c88c-dfd4-4752-9287-1a43f87d41a4,102563253,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/16/2024,,1,pre
cd14e0cb-35a3-4eef-aa61-f13d7ea99c4a,197342147,Global Pre 15GB,3GB,50min,50,Default,Default,Default,€ 15,1 Month,1,Order mismatch,There is a mismatch between the details of the original order and the current order,Closed,3/14/2024,3/15/2024,1,pre
4ae457ef-9b5c-4132-b232-004f2c06580a,294669129,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/19/2024,,1,pre
ac5e6e6a-a5ad-4c3d-b542-903a8476d62f,273367490,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/15/2024,,1,pre
1ddcc08c-8eb7-4481-b451-61e150957f71,322894053,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/17/2024,,1,pre
4398729b-f0b7-4da3-92cd-2ea6bbcede38,351136033,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/19/2024,,1,pre
2f596567-3c28-4f63-b0e7-a4964f0359c1,28060451,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/31/2024,,1,pre
0c1463f4-eb42-4118-9ee5-10d9d460c830,376494727,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/17/2024,,1,pre
25eb10a7-fdfc-499b-8f3b-b81471fedbfb,316385199,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/14/2024,,1,pre
6de1933d-19a7-4054-b469-54dd5747fe9b,52680527,Global Pre 15GB,5GB,50min,50,Default,Default,Default,€ 15,1 Month,1,Order mismatch,There is a mismatch between the details of the original order and the current order,Closed,3/6/2024,3/6/2024,1,pre
3515df2b-864e-45c4-b18c-46bc509404c9,207203133,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/26/2024,,1,pre
7bae1546-39b2-43fa-81d9-893239502ef0,27413814,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/24/2024,,1,pre
21bc2035-c701-4356-8646-879299341590,199781455,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/29/2024,,1,pre
e87ec1cb-671a-4552-9f3b-6cadbe4a3c86,69493788,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/1/2024,,1,pre
2a2fb3d5-ea33-41c6-8561-e3836aff78bb,224225517,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/28/2024,,1,pre
37d6fa8e-e992-4ec2-abb7-b90eaa9b9b54,90006851,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/15/2024,,1,pre
edc38115-8c48-495e-bca1-bb526d24e90f,285745839,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/28/2024,,1,pre
a9bd0a0a-3c7d-488e-b968-b840b9c30212,289788104,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/29/2024,,1,pre
7ec90402-0112-4d0c-8857-4d7626d4bca5,396740572,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/7/2024,,1,pre
5d925c7d-c886-4547-aeb2-c8a3fe83173e,130269796,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/2/2024,,1,pre
ecf84c4d-997b-4b97-a160-3adfeadbab32,404865798,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/16/2024,,1,pre
c96a0f06-b925-4e86-9d69-69e1cec6cf95,18363199,Global Pre 15GB,5GB,50min,50,Default,Default,Default,€ 15,1 Month,1,Order mismatch,There is a mismatch between the details of the original order and the current order,Closed,3/26/2024,3/27/2024,1,pre
33164181-dcbd-4643-9c80-644fd4808862,458197640,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/30/2024,,1,pre
40df8ba9-c933-4530-84ad-cd6384c25389,164031224,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/7/2024,,1,pre
cb9f9f4e-cb6c-4437-8dc0-434a2bfb6d1d,284085920,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/8/2024,,1,pre
977ed49a-b36b-4908-b360-389fed886c00,100151895,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/29/2024,,1,pre
35c66b12-f8db-4395-b423-1013bccbc307,348628590,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/1/2024,,1,pre
3fbbf820-edd0-45be-94f0-c4c5571904b0,208096081,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/15/2024,,1,pre
696887a1-bbbf-4c29-802e-ee74b1575eac,173260267,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/18/2024,,1,pre
a042c54d-321b-439f-9101-2d9e03211fe9,380704490,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/12/2024,,1,pre
eb3d1570-20a2-46e1-8300-cfcf9ef0f1a9,413530201,Global Pre 15GB,10GB,50min,50,Default,Default,Default,€ 15,1 Month,1,Order mismatch,There is a mismatch between the details of the original order and the current order,Closed,4/28/2024,4/29/2024,1,pre
ccd4437f-c444-4f46-899d-82c21a5ea775,302501770,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/31/2024,,1,pre
8fd1ba68-53d3-4a9b-a3d6-bc900b20891c,352308739,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/16/2024,,1,pre
7b34847f-1ec1-48d0-8e9c-1b42a1cfe233,464447597,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/18/2024,,1,pre
af6e2d9e-722d-4e9f-bee9-ddf36afed43c,201029815,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/10/2024,,1,pre
62d3e071-2343-47de-b154-a370f71af154,124466032,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/3/2024,,1,pre
70ef6860-3193-4315-b047-0dd3fc88189e,490262448,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/27/2024,,1,pre
56220f21-83c5-4271-a9e4-a76abdce2ee9,252382468,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,4/17/2024,,1,pre
6b995044-ec89-4241-927a-bf2311c7e2a9,55992379,Global Pre 15GB,15GB,50min,50,Default,Default,Default,€ 15,1 Month,0,,,,3/12/2024,,1,pre
